Org Unit,Org Unit Code,OU Short Name,Org Unit Id,Parent Id
Block F Outreach Clinic,,Block F Outreach Clinic,mI0wsH1w4Fm,sZJvRZgWusR
Block F Village Clinic,,Block F VC,Owq4OLu6PR9,sZJvRZgWusR
Block G Outreach Clinic,,Block G Outreach Clinic,J6uLVZsbo48,sZJvRZgWusR
Block G Village Clinic,,Block G VC,edBExN6cvtU,sZJvRZgWusR
Block H Outreach Clinic,,Block H Outreach Clinic,PeHtJK6v4cX,sZJvRZgWusR
Block H Village Clinic,,Block H VC,iKtJ8sYpYMN,sZJvRZgWusR
Bluegum Village Clinic,,Bluegum V Clinic,sHVFJhQMCiJ,UltcvVpNf8r
Boko Outreach Clinic (Tulonkhondo),,Boko Outreach Clinic (Tulonkhondo),BCun1eJdCsR,UDVA59g76b9
Bokola Outreach Clinic,,Bokola Outreach Clinic,AcnvuG6GNzb,H58PMzo9Xii
Bokola Village Clinic,,Bokola Village Clinic,rPkn8sBq0Uc,H58PMzo9Xii
Bokosala Outreach,,Bokosala Outreach,A6KR1Y5YCsw,g9wv1lKcdzp
Bokosala Village Clinic,,Bokosala Village Clinic,DNSK6aqgQCe,g9wv1lKcdzp
Bokosi Outreach (Nkhwayi),,Bokosi Outreach (Nkhwayi),qWq1Zmo9S0v,tRNfX43j5Mv
Bokosi Village Clinic (Nkhwayi),,Bokosi Village Clinic (Nkhwayi),Lg4A3zBxHLS,tRNfX43j5Mv
Bolero Rural Hospital,401,Bolero Rural Hospital,Oc3g2Wv2s5M,M8moEd4dNYo
Bolomombwe Outreach Clinic,,Bolomombwe Outreach Clinic,pUMmpii4v1u,hDkZbRiskMg
Bolomombwe Village Clinic,,Bolomombwe Village Clinic,jQHBnpMREZB,hDkZbRiskMg
Bombo Outreach Clinic,,Bombo Outreach Clinic,qKMe8L8tkIH,GSQ5TnX3yuJ
Bona Outreach,,Bona Outreach,gGS5OzFPrQl,ZOUGIF58iaF
Bona Outreach (Chitekesa),,Bona Outreach (Chitekesa),JwRshmX97ec,u4mqH5iShLL
Bona Village Clinic,,Bona VC,mFU3nMY807V,akhqt6Z6B7x
Bona Village Clinic (Chitekesa),,Bona Village Clinic (Chitekesa),Sx6RxMwKw1S,u4mqH5iShLL
Bondera Outreach Clinic,,Bondera Outreach Clinic,JBkln60hvKM,eEEYKm78UBf
Bondera Village Clinic,,Bondera Village Clinic,VVqWDS3ps20,eEEYKm78UBf
Bondi Outreach Clinic,,Bondi Outreach Clinic,q0Tq5rrjpiZ,CyLPblDfB5N
Bondi Village Clinic,,Bondi Village Clinic,jxdfIBAs40x,CyLPblDfB5N
Bondo Health Centre,3201,Bondo-HC,XUpPIr0oxZ5,rUBJcTYUnAE
Bondo Outreach Clinic,,Bondo Outreach Clinic,S6aeQe3uNhN,wNoaGHOI6Zl
Bondo Outreach Clinic (Chikowa),,Bondo Outreach Clinic (Chikowa),PLPZLtaGlQ7,TJjz5jiFlqF
Bondo Village Clinic,,Bondo Village Clinic,UiOwT6a2vVV,OJhXyqgy2Qm
Bondo Village Clinic (Chikowa),,Bondo Village Clinic (Chikowa),rf8vULp7byh,TJjz5jiFlqF
Bondo Village Clinic (Kasungu DH),,Bondo Village Clinic (Kasungu DH),dEWRLOhNHCD,wNoaGHOI6Zl
Bondwe Outreach Clinic,,Bondwe Outreach Clinic,gA1pUPSwzyC,cez54P9k6OJ
Bonongwe Outreach Clinic (Kandeu),,Bonongwe Outreach Clinic (Kandeu),rlLZ9BjG1wL,QIjZYskL19K
Bonongwe Outreach Clinic (Kapire),,Bonongwe Outreach Clinic (Kapire),bK2DxBlL8eN,bOzeauFIWQA
Bonongwe Outreach Clinic (Mtonda),,Bonongwe Outreach Clinic (Mtonda),n6nDWKWufot,PxcYX4fmgXB
Bonongwe Outreach Clinic (Senzani),,Bonongwe Outreach Clinic (Senzani),Gmn1QSxtEZ6,FWZnvXYdJV6
Bonongwe Outreach Clinic (Utale I),,Bonongwe Outreach Clinic (Utale I),hRb3MEsedNP,uKJ1hfxCykV
Bonongwe Village Clinic (Kandeu),,Bonongwe Village Clinic (Kandeu),LnUt4C1wfzA,QIjZYskL19K
Bonongwe Village Clinic (Utale I),,Bonongwe Village Clinic (Utale I),Bm5Ra9N65LB,uKJ1hfxCykV
Bota Village Clinic,,Bota Village Clinic,e7yxowLf0r7,j94m3pNGJLw
Bowa Outreach Clinic,,Bowa Outreach Clinic,h6hUS6SYR5N,w6VRxc89b5K
Bowa Outreach Clinic (Lumbadzi),,Bowa Outreach Clinic (Lumbadzi),JwiyjkN1HXs,UrNi47KXEKp
Bowa Village Clinic,,Bowa Village Clinic,KR5FhFEn2r9,w6VRxc89b5K
Bowe Health Centre,1301,Bowe-HC,glIscvEdIJz,S4Lr8zJqfHx
Bowe Health Post,,Bowe-HP,hUcROagScX6,O6DhPzoQAUm
Bowe Outreach Clinic,,Bowe Outreach Clinic,t2wsNVV1oSa,mwyB6seePPU
Bowe Outreach Clinic,,Bowe Outreach Clinic,UNeS4OwuSu8,O6DhPzoQAUm
Bowe Outreach Clinic (Bolero),,Bowe Outreach Clinic (Bolero),o08dDXsaTnW,Oc3g2Wv2s5M
Bowe Village Clinic,,Bowe VC,KJ4wRL11kGT,O6DhPzoQAUm
Bowe Village Clinic (Bolero),,Bowe Village Clinic (Bolero),qc9vxwVAjfn,Oc3g2Wv2s5M
Bowe Village Clinic (Mnyanja),,Bowe Village Clinic (Mnyanja),E1C3L7jfK9G,mwyB6seePPU
Boyole Outreach Clinic,,Boyole Outreach Clinic,v3eTPQbaKZo,n89uKexauZq
Brahim Outreach Clinic (Kadango),,Brahim Outreach Clinic (Kadango),iK3TGgYWPiq,IRP5VaILlSr
Bround Village Clinic (Gola),,Bround Village Clinic (Gola),qzlW6GquIKZ,u4cfHib3TrT
Bua Health Center (Nkhotakota),1102,Bua Health Center,BQ3aLnP32uB,HxjTgTNq2YD
Bua Health Centre (Kasungu),1001,Bua-HC-Kasungu,T118NxiYoIL,QWwg51OvU0a
Bubua Outreach Clinic (Msiyaludzu),,Bubua Outreach Clinic (Msiyaludzu),eNYHmo8TLTp,GYlTZXKcHxA
Budu Outreach Clinic (Mulibwanji),,Budu Outreach Clinic (Mulibwanji),DqzMuP6957B,GjCDed8EK8B
Bugulira Outreach Clinic,,Bugulira Outreach Clinic,YCSdIS0iT3V,h9csPxuoZUo
Bugulira Village Clinic,,Bugulira VC,amCAZ86nPEk,h9csPxuoZUo
Bula Health Centre,301,Bula-HC,H8jU8sCWscO,P1HnUkQDPw0
Bula Village Clinic (Nsipe),,Bula Village Clinic (Nsipe),wuLT4xJs6Rk,DZq9bb4C1Jn
Bulaimana Outreach (Sadzi),,Bulaimana Outreach (Sadzi),Dtr1QtMuDuZ,BuyHhYha5dP
Bulaimana Village Clinic (Sadzi),,Bulaimana Village Clinic (Sadzi),oIiQUczLYcG,BuyHhYha5dP
Bulaimu Village Clinic,,Bulaimu VC,wOYhXvJhatY,IRP5VaILlSr
Bulala Health Centre,501,Bulala-HC,hDkZbRiskMg,PoWQdy5S9Xi
Bulamu Outreach Clinic,,Bulamu Outreach Clinic,K074QtmgToF,jtid6arDY0M
Bulawayo Village Clinic (Sorgin),,Bulawayo Village Clinic (Sorgin),JYeLEPb8PF9,tWHl2Y9tGSe
Buleya Outreach (Mayaka),,Buleya Outreach (Mayaka),zdVx6elaFrg,JQgSk2DFvqZ
Buleya Village Clinic (Mayaka),,Buleya Village Clinic (Mayaka),ruTs6sSUnSf,JQgSk2DFvqZ
Bululuji Outreach Clinic,,Bululuji Outreach Clinic,cIowYQOq5W8,JeN3ydrU4lR
Bululuji Village Clinic,,Bululuji Village Clinic,VHMNxwduaDK,JeN3ydrU4lR
Bumba Outreach Clinic,,Bumba Outreach Clinic,j4jtACRXjoK,bYR9HESsWKd
Bumbunyika Outreach Clinic,,Bumbunyika Outreach Clinic,tAC0vSJPsaP,YABJoiuXQMB
Bumbunyika Village Clinic,,Bumbunyika Village Clinic,nnlce7i5ghi,YABJoiuXQMB
Bunda Clinic,4050,Bunda Clinic,sTbvB4c8oX1,MDkBXGJ5CyR
Bundi Outreach Clinic,,Bundi Outreach Clinic,jYs0teZR4mc,H8jU8sCWscO
Bundi Village Clinic,,Bundi Village Clinic,tUhShnnbxEa,H8jU8sCWscO
Bunga Outreach Clinic,,Bunga Outreach Clinic,yvHi0q4WjGx,Wh3m13Uzsn7
Bunga Outreach Clinic (Jalawe),,Bunga Outreach Clinic (Jalawe),ORcrl0YESHR,rWDOWogc1O7
Bunga Village Clinic,,Bunga Village Clinic,doeJOfO5viA,Wh3m13Uzsn7
Bunyenga Village Clinic (Dzunje),,Bunyenga Village Clinic (Dzunje),erUQzPDFtNm,mxlb6XxX6cp
Buphula Outreach Clinic (Malomo),,Buphula Outreach Clinic (Malomo),w3bAquxf35c,mxfexio2lQ4
Buphula Village Clinic (Malomo),,Buphula Village Clinic (Malomo),H55WF32F3YB,mxfexio2lQ4
Bupighu Outreach Clinic,,Bupighu Outreach Clinic,dQU81jYdwlD,NItIjAcYO8y
Bupighu Village Clinic,,Bupighu VC,FST4g7Zo116,NItIjAcYO8y
Butao Outreach Clinic (Ligowe),,Butao Outreach Clinic (Ligowe),FJapyTSlvd3,gA0WGnhCnYt
Butao Village Clinic (Ligowe),,Butao Village Clinic (Ligowe),JeXQF9c1Xqn,gA0WGnhCnYt
Butawo Outreach,,Butawo Outreach,xtQBHvYrgYl,Z4phqEA2Pcr
Buwa Outreach Clinic,,Buwa Outreach Clinic,uCM3rCg4UGB,Wh3m13Uzsn7
Buwira Outreach Clinic,,Buwira Outreach Clinic,sriLa9AlmhG,ELlvUH7sci2
Buwira Village Clinic,,Buwira Village Clinic,PaBoCOE0XCc,ELlvUH7sci2
Buyuwanyumba Outreach Clinic,,Buyuwanyumba Outreach Clinic,GOEdFEWx2BW,JeN3ydrU4lR
Buza Outreach Clinic,,Buza Outreach Clinic,ZmvAjoBoJbN,wNoaGHOI6Zl
Bvumbwe Health Centre,3101,Bvumbwe-HC,c2h7xIrYLsw,gd6cNp4HjsE
Bvumbwe Research Health Centre,3102,Bvumbwe Research Health Centre,rhk8NxfYxDu,gd6cNp4HjsE
Bwabwa Outreach Clinic,,Bwabwa Outreach Clinic,RH0meKhsIxT,BRvHol84T4Q
Bwabwa Village Clinic,,Bwabwa Village Clinic,KdWGEO09HsP,BRvHol84T4Q
Bwaila Hospital,1503,Bwaila-Hosp,XtF7Xzv3edv,MDkBXGJ5CyR
Bwalo Outreach Clinic (Kapichira),,Bwalo Outreach Clinic (Kapichira),W3dAzsUcdBy,xYv4hTyV9mX
Bwalo Village Clinic,,Bwalo VC,zQA8yVN8Gu3,L05pebPpoWP
Bwalo Village Clinic (Kapichira),,Bwalo Village Clinic (Kapichira),XpEeLcMP180,xYv4hTyV9mX
Bwanali  Outreach Clinic (Mangochi DH),,Bwanali  Outreach Clinic (Mangochi DH),xxpYxA8XTKE,vGbcjNT1TSJ
Bwanali Outreach (Nazombe),,Bwanali Outreach (Nazombe),JRoMcjSAVou,cTMzhKP8OCf
Bwanali Outreach Clinic,,Bwanali Outreach Clinic,rca8ZmT6Szh,c6WcEY1TXnq
Bwanali Outreach Clinic (Chilipa),,Bwanali Outreach Clinic (Chilipa),bZ8njGS621b,fwUSM7rJllv
Bwanali Outreach Clinic (Kasungu DH),,Bwanali Outreach Clinic (Kasungu DH),iYzDAPrqT3N,wNoaGHOI6Zl
Bwanali Outreach Clinic (Kwitanda),,Bwanali Outreach Clinic (Kwitanda),gqIEPR6M7Sf,Z8EORvXbL8x
Bwanali Outreach Clinic (Mase),,Bwanali Outreach Clinic (Mase),BNN70nJzHqk,c8uCPvKeeEM
Bwanali Outreach Clinic (Mua),,Bwanali Outreach Clinic (Mua),DyQ8R2z85md,CpJKFMjPNUc
Bwanamali Village Clinic (Kamsonga),,Bwanamali Village Clinic (Kamsonga),Ty3AVWB9CDY,m9IaQF4jaPL
Bwanje Health Centre,1803,Bwanje-HC,LqUvHvI2ifc,ENQA7sOVrPw
Bwanthuwa Outreach Clinic,,Bwanthuwa Outreach Clinic,K6QvHDdyHQs,cHhZC34cSCl
Bwanthuwa Village Clinic,,Bwanthuwa Village Clinic,oUPDELaRiug,cHhZC34cSCl
Bwanyundo Village Clinic,,Bwanyundo Village Clinic,eVOv2UUNkfv,JX6hyvnBrlF
Bwatha Outreach Clinic (Ngoni),,Bwatha Outreach Clinic (Ngoni),snP8ss292lj,U1sHpxxw4WH
Bwatha Village Clinic (Ngoni),,Bwatha Village Clinic (Ngoni),rhEtOIerrXX,U1sHpxxw4WH
Bwelero Outreach Clinic,,Bwelero Outreach Clinic,SLyXCDpzBZp,Cr4BIZYc1Ks
Bwemba Outreach Clinic,,Bwemba Outreach Clinic,ERXWW9JCtCU,B1gKsva7Nw4
Bwemba Outreach Clinic (Chendausiku),,Bwemba Outreach Clinic (Chendausiku),pdCDvH7rTXd,HrQHweMv09u
Bwemba Village Clinic,,Bwemba Village Clinic,FLhBSB6CgB7,B1gKsva7Nw4
Bwemba Village Clinic (Chendausiku),,Bwemba Village Clinic (Chendausiku),tQpppW2UCW3,HrQHweMv09u
Bwembe Outreach Clinic (Kasinje),,Bwembe Outreach Clinic (Kasinje),dQFtL5lImjF,kW3Ro43YXwB
Bwengu Health Centre,551,Bwengu-HC,jn7xfbY43dS,ZMhvihfvanx
Bwese Outreach Clinic (Mtonda),,Bwese Outreach Clinic (Mtonda),ztN67IykHT6,PxcYX4fmgXB
Bwevu Outreach,,Bwevu Outreach,r5CgaY4isHS,jgFPtgYE3C8
Bwevu Village Clinic,,Bwevu Village Clinic,TV76furx7QA,jgFPtgYE3C8
Bweya Village Clinic,,Bweya Village Clinic,zsdIipImbQc,JX6hyvnBrlF
Byzobyzo Village Clinic,,Byzobyzo Village Clinic,wzUhknjEJhM,Y46sxDDIkfz
Camnoc Outreach Clinic,,Camnoc Outreac Clinic,mAdOpdgUy6X,DCafjM4Ew3G
Cape Maclear Dispensary,,Cape Maclear-Disp,fQkT0hCVsMg,RBK39eC5LuY
Care Outreach Clinic,,Care Outreach Clinic,gUh7Y7HW9IO,cQ41y2ym2RV
Care Private ClinicAnd Dental Surgery Art,219,Care Private ClinicAnd Dental Surgery Art,bnjsICNDB9L,WVBSPqTMrPP
Carlsberg / Sobo Clinic Lilongwe,4051,Carlsberg / Sobo Clinic Lilongwe,RgWEk9xdDv2,MDkBXGJ5CyR
Carlsberg / Sobo ClinicBlantyre,5048,Carlsberg / Sobo ClinicBlantyre,Lx9CrjbHms2,FEGZA6BEAjj
Carmel Outreach Clinic,,Carmel Outreach Clinic,IAb9QjF9kVJ,wNoaGHOI6Zl
Ccap Outreach Clinic (Mapanga),,Ccap Outreach Clinic (Mapanga),ut1KRWKSHPK,XrE6S137IUq
Cck Health Clinic & Diagnostic Centre,1587,Cck Health Clinic & Diagnostic Centre,peJm0gcxzFw,MDkBXGJ5CyR
CEDEP,,CEDEP,wg7oZKW3WxE,FEGZA6BEAjj
CEDEP Mzuzu Drop in Centre,744,CEDEP Mzuzu_ DIC,xvsE3Z3OuEW,cQ41y2ym2RV
Central East African Railways Clinic,5049,Central East African Railways Clinic,LcMpQWnS27k,FEGZA6BEAjj
Central East Zone,Central East Zone,Central East Zone,iQx6Edf0Xib,lZsCb6y0KDX
Central Health Clinic Area 47,4079,Central Health Clinic Area 47,IFUSwNgJdi7,MDkBXGJ5CyR
Central Hospital,,Central Hosp,tY7DfIReFcY,lZsCb6y0KDX
Central Outreach Clinic,,Central Outreach Clinic,EENqYIReVyV,bfDs0dTM81U
Central Poultry Outreach Clinic,,Central Poultry Outreach Clinic,IHklbDZ3lQH,T118NxiYoIL
Central West Zone,Central West Zone,Central West Zone,tmIma8xiccz,lZsCb6y0KDX
Chabawa Outreach Clinic,,Chabawa Outreach Clinic,pnDBnFcj1Hc,dE9wie8cYJB
Chabe Outreach (Kalinde),,Chabe Outreach (Kalinde),Q2GmJXMDzcD,uzaw4ubBdwd
Chabe Village Clinic (Kalinde),,Chabe Village Clinic (Kalinde),xBrIXJ6S295,uzaw4ubBdwd
Chabere Outreach Clinic,,Chabere Outreach Clinic,MdHlQqxqGCb,H58PMzo9Xii
Chaboli Outreach Clinic,,Chaboli Outreach Clinic,G1iZHDZ5ZGR,hDkZbRiskMg
Chabuula Outreach Clinic,,Chabuula Outreach Clinic,TsHEvy6PJar,GaqkYT3AgFn
Chabuula Village Clinic,,Chabuula Village Clinic,ZMhet5mP1nB,GaqkYT3AgFn
Chabvala Health Centre,2902,Chabvala-HC,grfnmKmWiJ9,FEGZA6BEAjj
Chabwera  Outreach Clinic (Katsekela),,Chabwera  Outreach Clinic (Katsekela),xBgZQn5TPEQ,Mby0tOuLfvm
Chabwera  Village Clinic (Katsekela),,Chabwera  Village Clinic (Katsekela),R7MNTQ8aohu,Mby0tOuLfvm
Chabwera II Outreach Clinic (Mtonda),,Chabwera II Outreach Clinic (Mtonda),G6Z5ZF70Bbc,PxcYX4fmgXB
Chabwera II Village Clinic (Mtonda),,Chabwera II Village Clinic (Mtonda),WfLpwfLX01c,PxcYX4fmgXB
Chabwera Outreach,,Chabwera Outreach,hpAmVDJ5MeT,tfkK9FkHh3n
Chabwera Outreach (Nsanama),,Chabwera Outreach (Nsanama),JNQfuyG3bYa,DLSIRdTyKv3
Chabwera Outreach Clinic (Ndunde),,Chabwera Outreach Clinic (Ndunde),aZ8LNZbHEx7,YxzE6eiZh7V
Chabwera Village Clinic,,Chabwera V Clinic,LeOIFTW8XLA,DLSIRdTyKv3
Chadaka Outreach Clinic (Mzandu),,Chadaka Outreach Clinic (Mzandu),YU9wm0SlFfk,zbzy1EAHemL
Chadaka Village Clinic (Mzandu),,Chadaka Village Clinic (Mzandu),D9FrvUmeihf,zbzy1EAHemL
Chadongo Outreach Clinic,,Chadongo Outreach Clinic,TxwHfll77Xd,g7LNUVG1pQA
Chadongo Village Clinic,,Chadongo Village Clinic,tbyjlmZzfqo,g7LNUVG1pQA
Chadza Health Centre,1563,Chadza-HC,cnyjtiMcC1D,MDkBXGJ5CyR
Chadza Outreach Clinic (Kabudula),,Chadza Outreach Clinic (Kabudula),J5Fl7VWZJS3,O6y74hiWU9z
Chadza Outreach Clinic (Mbwatalika),,Chadza Outreach Clinic (Mbwatalika),CYsLAx6YptD,KRmwm560Ldo
Chadza Village Clinic (Mbwatalika),,Chadza Village Clinic (Mbwatalika),Oxql2HJ0w2g,KRmwm560Ldo
Chadzala Outreach Clinic (Nsaru),,Chadzala Outreach Clinic (Nsaru),OGYEhLOmqZa,lxulWQBn6fT
Chadzala Village Clinic (Nsaru),,Chadzala Village Clinic (Nsaru),Y16n4O3INbd,lxulWQBn6fT
Chafa Outreach Clinic (Changata),,Chafa Outreach Clinic (Changata),eSLKkuZtfZY,SnNGsSfYB0h
Chafa Village Clinic (Changata),,Chafa Village Clinic (Changata),haQOKz7T9ev,SnNGsSfYB0h
Chafa Village Clinic (Changata),,Chafa Village Clinic (Changata),r25K3h45qt8,SnNGsSfYB0h
Chafisi Outreach Clinic,,Chafisi Outreach Clinic,OaHNs2hJypI,Mf6Xg1PJ7hC
Chafisi Village Clinic,,Chafisi Village Clinic,lS9odenbe1l,Mf6Xg1PJ7hC
Chafumbwa Outreach Clinic (Mzandu),,Chafumbwa Outreach Clinic (Mzandu),eu8R1rFetH2,zbzy1EAHemL
Chafumbwa Village Clinic (Mzandu),,Chafumbwa Village Clinic (Mzandu),pnWSv0KuzsQ,zbzy1EAHemL
Chafuta Village Clinic (Thomas),,Chafuta Village Clinic (Thomas),TMyC437OUNp,TKKQUXqRrrr
Chafwinyala Village Clinic,,Chafwinyala Village Clinic,L8rHDK7OS6m,s79dCXbcoCA
Chagalawanda Outreach Clinic,,Chagalawanda Outreach Clinic,kkSNNuMv082,QZm8o1i8tW4
Chagamba Outreach Clinic (Mbabvi),,Chagamba Outreach Clinic (Mbabvi),RMA6yM2EaHd,rwyqKbu6sVj
Chagambatuka Outreach Clinic (Mapelera),,Chagambatuka Outreach Clinic (Mapelera),LiRbD60KkvV,NlBOlQkhfk5
Chagambatuka Village Clinic (Mapelera),,Chagambatuka Village Clinic (Mapelera),VbpBZbmboDc,NlBOlQkhfk5
Chagodi Outreach Clinic,,Chagodi Outreach Clinic,bdkERe6dH0W,J3iNTezM5iw
Chagodi Village Clinic,,Chagodi Village Clinic,PDqYZT9MuQY,J3iNTezM5iw
Chagogo Outreach Clinic (Chimwala),,Chagogo Outreach Clinic (Chimwala),xMtreU1wpe9,REoFvVbcLG0
Chagomerana Outreach Clinic (Namisu),,Chagomerana Outreach Clinic (Namisu),nZmELqmUAj4,zgQjvfvY38A
Chagowo Outreach Clinic,,Chagowo Outreach Clinic,QKC9kJcOHhX,zA0iPC953jV
Chagumukile I Outreach Clinic,,Chagumukile I Outreach Clinic,cHVhMoW8wj5,n89uKexauZq
Chagunda,1422,Chagunda,fe9EboFXU0V,hQXbPPfQtLy
Chagunda Outreach Clinic,,Chagunda Outreach Clinic,fTv6h6hanEr,fe9EboFXU0V
Chagunda Outreach Clinic (Kaundu),,Chagunda Outreach Clinic (Kaundu),O7unkYInJFF,H0sBidyA6PK
Chagunda Village Clinic (Kaundu),,Chagunda Village Clinic (Kaundu),SIPlojPv4bm,H0sBidyA6PK
Chaguwu Outreach Clinic,,Chaguwu Outreach Clinic,UBwOB8SLdKF,mEYFrYZrHrN
Chaguwu Village Clinic,,Chaguwu Village Clinic,ThfgUO6HALW,mEYFrYZrHrN
Chaguza Outreach,,Chaguza Outreach,TEWVG1Iu98j,jgFPtgYE3C8
Chagwa Village Clinic,,Chagwa Village Clinic,Kt0WThxhQH4,cZkBc7Ri1HF
Chagwaudyo Outreach Clinic (Magareta),,Chagwaudyo Outreach Clinic (Magareta),MZSqlpiXTEU,NFqFeBSH2Re
Chagwira Outreach Clinic (Makungwa),,Chagwira Outreach Clinic (Makungwa),WpSxtGVazAP,q3B88KiRZ72
Chagwirauta Village Clinic,,Chagwirauta Village Clinic,gQKfkFYOXxl,grfnmKmWiJ9
Chaima Outreach Clinic,,Chaima Outreach Clinic,wPP5bMUvMFZ,PYQecgNXvAc
Chaima Village Clinic,,Chaima Village Clinic,uP3QAP9REBb,PYQecgNXvAc
Chaima Village Clinic (Matiya),,Chaima Village Clinic (Matiya),aQMsjx69ile,omQ3TWOHcDR
Chakachadza Village Clinic,,Chakachadza V Clinic,kdo1e43y3ku,lsrGqZfICKm
Chakaka Outreach Clinic,,Chakaka Outreach Clinic,Zr8IZWRWbDM,FoWBNiRRWnB
Chakaka Village Clinic,,Chakaka Village Clinic,WZFOMYwoVr9,n6UZ8o9yo6L
Chakanza Outreach Clinic (Phimbi),,Chakanza Outreach Clinic (Phimbi),y0KlYTYoo43,OmkxKPS11ej
Chakanza Village Clinic (Phimbi),,Chakanza Village Clinic (Phimbi),sPWmWOYRHov,OmkxKPS11ej
Chakhala Outreach,,Chakhala Outreach,WNTBVAtDdfc,s79dCXbcoCA
Chakhaza Health Centre,1302,Chakhaza-HC,SL1ePpPFaki,S4Lr8zJqfHx
Chakolagalu Outreach Clinic,,Chakolagalu Outreach Clinic,Fqgv5BeRa5G,XkcRltXu9tK
Chakolagalu Village Clinic,,Chakolagalu Village Clinic,NIxYZbQOHt8,XkcRltXu9tK
Chakulanjala Outreach Clinic (Malomo),,Chakulanjala Outreach Clinic (Malomo),YtqQYTo5ek8,mxfexio2lQ4
Chakulanjala Village Clinic (Malomo),,Chakulanjala Village Clinic (Malomo),wpHuzFhSxJX,mxfexio2lQ4
Chakumanika Outreach Clinic (Chapananga),,Chakumanika Outreach Clinic (Chapananga),JP7gd81TalA,T3V75V8sfxa
Chakunda Outreach Clinic,,Chakunda Outreach Clinic,AGl5UYItb0r,zA0iPC953jV
Chakunkha Outreach,,Chakunkha Outreach,MY0TRvbaVni,H2ErYfEdioK
Chakupompha Outreach Clinic,,Chakupompha Outreach Clinic,BBpLKM55Eud,Sf6KvkaT3UQ
Chakwanira Outreach Clinic (Chimwala),,Chakwanira Outreach Clinic (Chimwala),IYVWvIcTNOw,REoFvVbcLG0
Chakwanira Village Clinic (Chimwala),,Chakwanira Village Clinic (Chimwala),i2JjxBcEqn7,REoFvVbcLG0
Chakwiya Outreach Clinic (Milepa),,Chakwiya Outreach Clinic (Milepa),ijVfOynqfgg,MH3qGNRGA9d
Chakwiya Village Clinic,,Chakwiya Village Clinic,pLq6g7ZmKEF,eZfOjVQcd0e
Chalaula Outreach Clinic,,Chalaula Outreach Clinic,Rq5IWVEO0fR,H3xKaK0d3or
Chalaula Village Clinic,,Chalaula Village Clinic,NtqrrYYn88x,H3xKaK0d3or
Chaleka Guta Outreach Clinic (Chapananga),,Chaleka Guta Outreach Clinic (Chapananga),y58JKbxw9F4,T3V75V8sfxa
Chalenga Outreach Clinic (Chilipa),,Chalenga Outreach Clinic (Chilipa),JhwPnbMAELE,fwUSM7rJllv
Chalera Village Clinic,,Chalera Village Clinic,tu6HlE14ATi,g9wv1lKcdzp
Chaleza Outreach Clinic,,Chaleza Outreach Clinic,XZNrgtdg8KI,H58PMzo9Xii
Chaleza Village Clinic,,Chaleza Village Clinic,URF8TOT8oJX,H58PMzo9Xii
Chalilima Outreach,,Chalilima Outreach,xGrB9gsl1ZW,sxgy4P0oUli
Chalima Outreach,,Chalima Outreach,rWrqJvw3zZ1,ekYnKIXnPPj
Chalimba Village Clinic,,Chalimba Village Clinic,ZhMu2eb5qj7,eZfOjVQcd0e
Chalinda Outreach,,Chalinda Outreach,vjTIEBrmZfi,rpW9v5wCsE6
Chalinda Village Clinic,,Chalinda Village Clinic,LDWuWdjqbcM,rpW9v5wCsE6
Chalomwe Outreach (Sadzi),,Chalomwe Outreach (Sadzi),uPNAzXvukqY,BuyHhYha5dP
Chalonda Outreach Clinic (Thekerani),,Chalonda Outreach Clinic (Thekerani),SfIJaspcwgy,INxuyEdPFCm
Chalonda Village Clinic (Thekerani),,Chalonda Village Clinic (Thekerani),hzY02an8NSC,INxuyEdPFCm
Chalowa Outreach Clinic,,Chalowa Outreach Clinic,YQZAsjPUnop,wNoaGHOI6Zl
Chalowa Outreach Clinic (Linyangwa),,Chalowa Outreach Clinic (Linyangwa),FhMX0gAY7Za,z9yDHU0ZYQd
Chalowa Village Clinic,,Chalowa Village Clinic,rUyIE8umwv3,wNoaGHOI6Zl
Chalowa Village Clinic (Linyangwa),,Chalowa Village Clinic (Linyangwa),JVCTlgXvFGV,z9yDHU0ZYQd
Chalundu Outreach Clinic (Malomo),,Chalundu Outreach Clinic (Malomo),ZAGDwqtztew,mxfexio2lQ4
Chalundu Village Clinic (Malomo),,Chalundu Village Clinic (Malomo),YVhIkpJsVKz,mxfexio2lQ4
Chamadenga Outreach,,Chamadenga Outreach,mGKDRCcDR4J,rpW9v5wCsE6
Chamadenga Outreach Clinic (Chadza),,Chamadenga Outreach Clinic (Chadza),rS5x728b1Ai,cnyjtiMcC1D
Chamadenga Village Clinic,,Chamadenga Village Clinic,WpGgATmKXoG,rpW9v5wCsE6
Chamadenga Village Clinic (Chadza),,Chamadenga Village Clinic (Chadza),NE0ViSX0EIV,cnyjtiMcC1D
Chamaji Outreach Clinic,,Chamaji Outreach Clinic,F6z8Rrsv6i4,YABJoiuXQMB
Chamalala Outreach Clinic,,Chamalala Outreach Clinic,edLCeGgt8fV,ZDj4Y2Flile
Chamalaza Outreach Clinic,,Chamalaza Outreach Clinic,I83uzG68y4g,dz2aFcg1wHo
Chamalaza Village Clinic,,Chamalaza VC,VnAgBxp1C7a,dz2aFcg1wHo
Chamaliwa Outreach Clinic,,Chamaliwa Outreach Clinic,oHzEja9W2Vv,aLanDLYSxOP
